name,lat,lng,likes,ratings,photos
El Paisano,34.0679047,-118.2497157,3,,8
Casa Rios Restaurante,33.9492599,-118.3441415,1,,2
Lucky Star Cafe,33.8751655,-118.2490533,12,6.9,22
Burrito Factory,34.2595087,-118.3217663,4,5.7,24
Mojica Tacos,34.0771897,-118.168517,4,,12
Hugo's Tacos,34.1573204,-118.4140033,109,7.5,106
El Pollo Loco,34.1580419,-118.4245935,16,4.9,24
Tacos Mexico,33.9510115,-118.2176886,0,,2
Pinches Tacos,34.0977831,-118.3676297,113,8.3,166
Taqueria Juanito's,34.1867813,-118.5005029,3,,4
Carnitas Michoacan,34.2495575,-118.5881542,2,,1
El Pollo Loco,33.7904415,-118.2966213,6,7.1,3
Tacos Super Gallito,33.791008,-118.2905766,49,7.8,70
Monarcas Mexican Food,33.7896317,-118.2980783,0,,1
Mi Pueblito Mexican Restaurant,34.2730472,-118.4121799,1,,1
La Bocana,34.2730681,-118.4117007,0,,1
Taco Bell,34.2736076,-118.4112215,8,5.7,1
Pupuseria Cuzcatlan,34.2711797,-118.4156021,1,,0
El Mexi-Tamal,34.2743446,-118.4117007,0,,0
Rosy's Tamales,34.2691763,-118.4076804,2,,1
Las Ranas Cafe,34.032759,-118.3564418,2,,3
Mariscos Las Palmas de Colima,33.9241046,-118.2469482,5,,13
Mixto Comida Latina,34.1087332,-118.271718,79,7.6,67
Marix Tex Mex Cafe,34.0910822,-118.3712362,106,8.1,156
Tacos Michoacan,34.2217101,-118.4761088,5,,11
C~VICHE EXPRESS,34.2287722,-118.4855673,0,,0
El Pollo Loco,34.172532,-118.4049231,5,6.2,13
Taco Bell,34.0259623,-118.4830101,19,6.0,26
Ramona's,34.0189352,-118.3336779,23,6.8,16
Tamales Alberto,34.0683464,-118.2625058,11,8.0,18
Mi Tierra Restaurant,34.1864694,-118.389427,0,,4
Tacos Mexico,33.9166952,-118.3489571,11,7.6,6
Taco Bell,33.916748,-118.3505094,5,5.5,8
The Green Chili Restaurant,33.8680527,-118.236894,1,,0
J-Core,33.9792777,-118.1875521,0,,0
Mi Lindo Sinaloa,33.9854912,-118.1860897,1,,5
Amapola-Mexican Deli,33.9851944,-118.1856401,1,,2
Sabor A Mexico,34.2431457,-118.4510563,3,7.6,2
Los Chilaquiles Mexican Grill,33.8441394,-118.3100236,6,6.7,16
Taco Bell,33.9161235,-118.2821936,3,6.0,8
El Antojito Grill,33.9168146,-118.282432,6,6.4,14
Tacos Don Pancho,34.2193146,-118.5978407,13,7.3,18
Zingo Tacos,34.0733363,-118.1701281,1,,0
Casa Perez,33.8056273,-118.2151591,10,7.2,12
El Pollo Loco,34.2081711,-118.5087436,10,7.1,11
Taco Bell,34.0060843,-118.2562712,1,5.9,1
Carnitas Los 3 Puerquitos,34.0042135,-118.2583954,1,,2
Super Tortas D.F.,34.0091085,-118.2567177,11,7.3,8
Trujillo Family Restaurants,34.0100084,-118.2562712,1,,3
El Compa Resturante,33.9037014,-118.1753392,2,,0
El Compa Restaurant,33.9034373,-118.1771093,2,,0
Hot Salsa Mexican Restaurant,33.9030141,-118.1691112,1,,3
El Tapatio,33.903392,-118.1679766,0,,1
Viva Fresh Mexican Grill,33.9805182,-118.3953533,39,8.1,36
Joselito's Mexican Food,34.2063354,-118.2296824,40,7.3,93
Pepe's Mexican Restaurant,34.2052342,-118.2275242,19,6.9,67
Tacos Por Favor,34.0329786,-118.4527941,61,8.5,82
Taco Bell,34.0294806,-118.4506846,38,6.0,29
The Talpa Restaurant & Bar,34.0312556,-118.4469899,17,6.8,34
Frida Mexican Cuisine – Beverly Hills,34.063687,-118.39881,50,7.5,144
Chipotle Mexican Grill,34.0633262,-118.3988526,38,6.5,136
Chipotle Mexican Grill,34.0071836,-118.4126509,74,7.5,38
Viva Taco Azteca,34.1058224,-118.1994337,2,,1
Hacienda Del Rey,33.9614081,-118.4209881,37,7.4,57
Cinco,33.960056,-118.4205546,149,8.7,209
Bennys Tacos & Chicken Rotisserie LA,33.9599966,-118.4168807,60,8.5,29
Taco Bell,33.9604593,-118.4193452,16,5.2,13
Mexican Riviera Restaurant,33.808811,-118.3586939,17,7.6,15
El Burrito Jr.,33.8057086,-118.3534689,19,7.3,8
El Cholo - The Original,34.0503994,-118.3093451,0,,1
El Pollo Loco,34.0442664,-118.3093298,15,7.8,9
El Porvenir Bakery,34.0401341,-118.3113545,0,,0
Chipotle Mexican Grill,34.0836505,-118.3443229,36,6.9,64
Freebirds World Burrito,34.2652213,-118.5250883,31,6.6,77
Mezontle,33.8383964,-118.3455039,0,,3
El Pollo Loco,34.2057513,-118.2176886,0,6.7,2
Tortas Mexico,34.2056214,-118.2217586,12,6.2,10
El Delfin,34.0249908,-118.2497728,1,,6
La Cabaña,34.000877,-118.4682035,122,7.9,158
Tacos Por Favor,33.9931622,-118.4733769,82,7.9,22
Chile Verde,33.8412653,-118.2853146,3,,11
Food With Love,34.2081882,-118.3787912,0,,1
Tacos La Fonda,34.2087018,-118.3705475,0,,1
Baja Fresh,34.151001,-118.452155,13,7.2,15
Campos Tacos,33.992813,-118.4427185,9,7.2,4
El Charro,34.0001999,-118.4411928,2,,5
Mission Burrito,34.2193184,-118.6226494,29,8.0,26
G's Taco Spot,33.9040903,-118.3261452,0,,1
Alberto's Mexican Food,33.9102979,-118.32631,2,,0
Tacos Guadalajara,33.902809,-118.318466,1,,1
Que Ricos,34.2844024,-118.442904,6,6.8,11
Chipotle Mexican Grill,34.2835701,-118.4413411,19,8.4,20
Magaly's Tamales,34.2847875,-118.4389203,0,,0
El Pollo Loco,34.2843382,-118.4413703,6,5.6,36
Chipotle Mexican Grill,34.0226249,-118.4391993,2,7.5,18
Castillo,34.2202121,-118.5451804,1,,1
El Indio Azteca,34.2206365,-118.5529135,0,,0
Chipotle Mexican Grill,34.1571414,-118.4373027,10,6.7,24
Taco Bell,33.8772405,-118.3529292,11,7.1,3
Chile Verde,34.0105461,-118.3364394,1,,1
El Pollo Loco,34.0034253,-118.3311936,17,6.1,4
El Vaquero Restaurant,34.3081278,-118.4500565,1,,0
El Tarasco Mexican Restaurant,34.30731950000001,-118.4496954,10,6.2,21
Tacos Los Toritos,34.30793999999999,-118.449879,4,,2
El Paissa,34.0092385,-118.2781448,1,,8
Golazo,34.011295,-118.277569,1,,0
Taco Bell,33.8770707,-118.1684256,3,5.2,12
Mazatlan Restaurant,33.8805055,-118.1597508,1,,1
Cabo Cantina,34.0967051,-118.3705116,53,6.2,194
Pink Taco Sunset,34.09788990000001,-118.3688956,172,8.1,354
Taqueria,33.9771716,-118.4174,0,,0
El Huarache Veloz,34.1943606,-118.4316924,5,6.8,5
OMGarnachas,34.200379,-118.4322374,2,,2
House Taco,34.2017978,-118.4277872,2,,2
La Placita Restaurant,33.8312222,-118.3054154,0,,0
Charo Chicken - Torrance,33.83203200000001,-118.298579,4,,16
Miches De La Baja,33.8318508,-118.2966533,0,,8
Chile Verde,33.9244913,-118.3243205,12,7.2,10
Ricos Tacos El Tio Inc,33.9161999,-118.3174053,15,6.2,15
El Pollo Loco,33.8564295,-118.3532944,30,7.1,19
La Salsa,33.7739633,-118.3763672,6,6.0,13
Chipotle Mexican Grill,33.7761393,-118.3757891,0,7.5,15
Maya Mexican Restaurant,33.7743432,-118.2622305,3,,5
El Pollo Lico Restaurant,33.7786709,-118.2620955,2,,5
Chipotle Mexican Grill,33.9307557,-118.3255375,5,7.7,18
tacobell,33.9313683,-118.3256055,3,5.6,2
Jesse's Camarones Restaurant,34.0330468,-118.2940686,4,,7
El Migueleno,34.0349739,-118.2917635,1,,3
Sharky's Woodfired Mexican Grill,34.25789779999999,-118.5784759,16,8.8,22
Mariscos La Barquita,34.2579244,-118.5809265,0,,4
Taco Bell,34.070418,-118.4441451,4,6.3,5
Sharky's Woodfired Mexican Grill,34.1915671,-118.3292322,73,8.3,121
Granada Restaurant,34.1841297,-118.3244017,31,7.5,58
Frida Mexican Cuisine - Sherman Oaks,34.1558681,-118.4669773,6,6.1,14
Puerto Escondido,33.942091,-118.3531118,1,,3
Chile Verde,33.9452722,-118.3303866,3,,4
El Pollo Loco,33.9457902,-118.3274015,9,6.5,6
Tamale Man,34.08409080000001,-118.1777949,9,8.3,11
El Torito,34.0218143,-118.4499177,47,6.4,133
Taqueria El Taco Loco,33.7909376,-118.2644106,8,7.6,1
El Huarache Antojitos Mexicanos,33.7916894,-118.2636486,1,,0
Tacos Super Gallito,33.7871469,-118.2634258,1,,3
Super Mex,33.7678869,-118.1826989,80,8.9,92
Hole Mole,33.7718922,-118.1746414,67,8.3,88
Hacienda Ruan,33.76825600000001,-118.1766163,2,,0
Merced's Restaurant,33.7685624,-118.178846,19,7.7,14
Rubio's,34.070375,-118.444001,8,5.8,13
Pollo Campero - Burbank,34.2006176,-118.3699807,6,6.3,3
Las Casitas Restaurant,34.193721,-118.369367,1,,0
Puerto Nuevo Coffee,33.9891521,-118.3533972,11,7.6,18
Frijoles Mexican Restaurant,33.9242121,-118.3781831,25,7.5,37
El Pollo Loco,34.1870381,-118.4669222,10,6.0,4
El Gallo Giro,34.0154121,-118.2646308,0,,4
Birrieria Baldomeros 2,34.0193587,-118.2677417,1,,3
El Ranchito Restaurant,34.0186117,-118.2729206,1,,1
Tamales Lilianas,34.0407892,-118.1664655,56,7.7,68
Moles La Tia,34.0407892,-118.1664655,28,8.2,49
El Gallo Grill,34.0407595,-118.1682087,5,6.2,34
La Carreta - Mexican Restaurant,34.0404774,-118.1680078,3,,9
El Malecon Mariscos Estilo Sinaloa Restaurant,33.7853239,-118.2152783,0,,0
Tequila's Bar & Grill,34.1868867,-118.4299328,18,7.6,26
Manuel's Burger,33.9598641,-118.2701807,1,,2
El Pollo Loco,33.9603264,-118.2734695,6,6.7,1
Barragan's,34.1815789,-118.3201452,25,7.1,133
Alfredo's,34.1866806,-118.3169857,21,8.2,24
Taco Spot,34.1390406,-118.2109124,44,8.0,114
Rigos Taco,34.265489,-118.4023443,5,6.5,10
El Pollo Loco,33.7444498,-118.29263,8,7.2,13
Enchilada House,33.7439755,-118.2991381,1,,2
El Burrito Jr,33.8383712,-118.3556366,26,6.6,75
Diana's La Bonita Restaurant,33.80781320000001,-118.2710145,58,7.8,70
Chile Verde,33.8076616,-118.2713684,3,,6
Taqueria El Tapatio,34.1302461,-118.2522283,32,7.3,30
Millan's Ranchito Restaurant,33.9727064,-118.230025,7,6.9,12
El Gallo Giro,33.974375,-118.2248568,34,8.3,43
King Taco # 26,33.9701857,-118.2255018,28,7.6,24
Gloria's,33.9676793,-118.2254897,13,6.1,24
Taco Bell,34.1735272,-118.2935663,10,6.9,13
El Tapatio,34.174672,-118.2998118,7,7.1,23
Taco Naco,34.17196819999999,-118.2958042,5,6.4,9
Taqueria Los Padilla,34.2332772,-118.2541927,4,,4
La Imperial Tortilleria,34.0362427,-118.1864169,4,,1
El Flaco Tacos,34.0336586,-118.1833592,8,7.5,3
El Kiosko Mexican Grill,34.0358408,-118.191221,4,,3
A Que Tacos Leonor,34.0328097,-118.192739,2,,0
Cemitas,34.0268308,-118.3930868,6,7.0,3
Rubio's Cafe,34.0289764,-118.3908649,12,7.0,14
Taco Bell,34.0374741,-118.3884,18,6.5,20
Chipotle Mexican Grill,34.237555,-118.5890677,10,7.4,14
Taco Loco,34.23511800000001,-118.5980935,1,,3
My Tacos Michoacan,34.2356644,-118.5889443,2,,2
Taco Bell,33.9677155,-118.1870722,7,6.7,2
Tacos El Unico BELL,33.9735527,-118.1873693,3,,9
La Barca Restaurantes,33.9695924,-118.1785299,10,7.2,18
El Pollo Loco,33.9673963,-118.187712,4,6.6,1
Taco Bell,34.1723076,-118.3346659,3,5.1,18
Fiesta Taco,34.17005049999999,-118.3478157,21,7.9,41
MexCocina Cafe,34.1777185,-118.3406482,10,7.9,14
Tacos Guadalajara,33.8562301,-118.1976287,0,,1
El Picosito Restaurant,33.8495557,-118.1946126,1,,2
Cheko El Rey Del Sarandeado LLC,33.854483,-118.1889438,4,,6
Taqueria Los Primos #3,33.8598909,-118.1900261,0,,0
Tapatio Grill & Bakery,33.8883677,-118.2034542,1,,2
Bar Amá,34.0484148,-118.2479281,354,9.1,349
Baja Fresh,34.2368148,-118.5369575,5,5.8,10
La Huasteca Restaurant,33.9284756,-118.2148129,47,8.5,78
El Gallo Giro,33.9297756,-118.213616,8,6.6,34
Hacienda Mariana Restaurant,33.9321201,-118.2125025,0,,0
Ruben Tacos,33.9285055,-118.2135721,0,,0
BIRRIERIA JALISCO LYNWOOD,33.9297756,-118.213616,8,7.1,13
Tacos Jalisco,33.7332009,-118.2921683,0,,3
El Pollo Loco,34.2352475,-118.587025,8,7.1,1
El Pollo Loco,34.0436283,-118.3770109,36,7.4,29
Chile Verde,33.8869256,-118.3615936,4,,5
El Amigo,33.8871784,-118.35778,36,8.7,19
Leo's Mexican Food,33.8852311,-118.3611242,40,7.9,34
El Rancherito Restaurant,34.2080881,-118.5201347,11,8.1,3
TACOS HELL YEAH,34.208602,-118.5191659,12,7.5,7
Cocina Dona Chona,33.9745032,-118.2377005,5,,1
Juan's Rotisserie Pollo,33.9748204,-118.2360765,0,,0
Chipotle Mexican Grill,33.9744342,-118.2334876,5,6.8,13
Don Chente Bar & Grill,33.9745286,-118.2326908,11,6.6,49
Mariscos Manzanillo,33.9672416,-118.2339542,0,,0
Playa Azul Tortilleria and Market,33.967599,-118.238797,0,,0
Tijuana Grill,34.2130438,-118.4664481,0,,0
Mission Cantina,34.0978838,-118.3193748,65,7.9,163
Chipotle Mexican Grill,34.0973537,-118.3264011,88,7.8,158
Tequila Jack's Restaurant and Cantina,33.7610318,-118.1902027,160,8.2,346
La Casita Rivera,33.82752,-118.1852442,4,5.6,4
Taco Bell,33.803669,-118.1898142,14,6.6,9
El Pollo Loco,33.8031986,-118.1897685,15,6.0,17
Chile Verde,33.8047168,-118.1902027,4,,3
El Sombrero,34.0316839,-118.2644249,0,,1
Huicho's Bakery,34.0476058,-118.2912142,4,,6
Leo's Taco Truck,34.046947,-118.2894733,5,7.2,6
Las 7 Regiones De Oaxaca,34.0471356,-118.296023,3,,8
Taco Bell,34.22082160000001,-118.4719326,3,5.5,2
Cielito Lindo,34.2062357,-118.397058,2,,0
Leo's Mexican Food,34.2079165,-118.3961596,1,,2
El Pollo Loco,34.0621008,-118.3135865,5,6.3,8
El Taco Loco # 2,33.8748588,-118.1733845,0,,6
Los Kuinitos,33.8661476,-118.1687912,3,,10
Taco Bell,34.24961030000001,-118.5030126,6,5.3,10
El Queso Grande,34.2553267,-118.5014272,25,7.5,16
El Pollo Loco,34.2483004,-118.4206231,14,7.1,366
El Taco Llama,34.2464938,-118.4213151,0,,1
Cosme LA,34.0333859,-118.2290108,0,,0
Guerrilla Tacos,34.0343929,-118.23213,53,8.8,78
California Tamales House,34.2352792,-118.4681693,5,7.2,4
Border Grill,33.9436059,-118.4093731,24,5.7,67
Loteria Grill LAX,33.9413157,-118.40456,15,5.8,49
Que Ricos,34.0530255,-118.2033864,0,,2
Mexicanos 30-30 Restaurant,34.0562855,-118.2071791,4,,4
Salsa & Beer,34.2014071,-118.3868708,210,8.4,288
Carnitas Michoacan,34.2015289,-118.3874223,1,,3
Carnitas Michoacan,34.2494934,-118.606233,0,,2
Baja Cantina,33.9807683,-118.4645852,191,7.3,406
Horchata Mexican Food & Bakery,34.0276079,-118.5005605,0,,5
El Rinconcito Centro Americano,34.2195621,-118.4325505,0,,0
Lindo Acapulco,33.9020933,-118.3361613,1,,3
Mariscos Vallarta Grill,34.18633500000001,-118.423478,1,,10
Mariscos El Pariente,33.9340459,-118.274109,0,,1
Xel Ja,34.0061497,-118.2917025,0,,0
Lula Cocina Mexicana,34.0004079,-118.4822448,92,7.6,132
Cuernavaca's Grill,33.86022,-118.1824215,1,,1
Tacos Don Chente,33.9732058,-118.2135991,11,7.6,16
El Sinaloense Restaurant,33.9691126,-118.2104006,11,8.2,4
Tacos Mexico,33.9727887,-118.2130876,2,,3
Casa Luz,33.973384,-118.2155411,6,7.6,0
Alberts Mexican Food,33.9292906,-118.1621182,22,7.9,17
La Chiva Loca,33.92991990000001,-118.166746,1,,5
El Cholo,34.0244636,-118.4921939,184,7.9,294
Cabo Cantina,34.0173311,-118.4985078,170,7.2,459
El Pollo Loco,33.8963154,-118.2236513,6,6.4,4
Taco Bell,33.8965638,-118.2207956,1,5.8,2
La Quinta Real Nightclub & Restaurant,33.8956656,-118.2185138,0,,1
Habanero Grill,34.0581895,-118.4146216,10,7.0,1
Javier's,34.0589731,-118.4207371,74,8.9,60
King Taco # 1,34.0940577,-118.226507,51,7.6,52
Restaurante Tierra Caliente,34.0957165,-118.2280997,7,6.9,5
Tony's Mexican Grill,34.164525,-118.4142885,12,8.1,11
Burritos El Chavo,34.1577977,-118.4048071,9,7.3,17
El Indio Azteca,34.257714,-118.4842269,2,,7
Blue Plate Taco,34.0125175,-118.4954743,400,8.7,379
La Piedad Mexican Restaurant,34.1944455,-118.4755157,0,,1
Leo's Tacos Truck,33.7989352,-118.2635573,4,,1
El Abuelo Restaurant,34.2873686,-118.435329,5,6.4,8
Rigo's Taco,34.2901031,-118.4323514,6,6.7,31
El Nayarit,34.2898015,-118.4327778,7,7.0,11
Tortilleria La Talpense,34.2906453,-118.4319407,2,,15
Andy's Pizzeria,33.9790342,-118.2561798,0,,0
El Tacazo Foods,33.94513999999999,-118.2120456,5,,5
El Pescador,33.9489072,-118.2175287,19,8.5,8
La Perla Del Mar,33.9487456,-118.216889,0,,4
El Carmen,34.07212579999999,-118.3672645,106,8.3,160
La Esquina,34.1219777,-118.2255547,0,,5
Tacos Manzanillo,34.1204263,-118.2272151,2,,2
Leos Tacos Truck,34.1225696,-118.2227309,31,7.8,39
La Cabana Restaurant,34.0374685,-118.2041176,0,,15
Super Pollos Rostizados,34.028227,-118.201241,0,,2
Little Machinsito,34.0313207,-118.2079425,0,,0
Mary Alicia Restaurant,34.0356589,-118.2011702,1,,4
Birrieria Nochistlan,34.0352818,-118.2002558,0,,3
Tacos Jalisco,33.9444729,-118.2059259,2,,3
Mariscos Mi Lindo Sinaloa,33.9033914,-118.1667802,2,,3
Super Tortas # 1,33.9043051,-118.1596957,3,,5
Margarita's Mexican Cafe,33.9969265,-118.3302844,8,6.5,5
Chipotle Mexican Grill,34.0616504,-118.3499424,61,7.3,78
Lupita's Restaurant,34.0866305,-118.2237541,4,7.2,4
Rosita Mexican Restaurant,34.0841509,-118.2216185,0,,0
Cypress Best Burgers,34.0861459,-118.2191027,13,5.8,7
Taco Plus,34.0398645,-118.4627366,36,8.1,22
Lime,34.0283343,-118.4655013,20,7.1,33
Green Onion Mexican Restaurant,33.7385697,-118.2807549,28,7.0,41
Mi Casita,34.2598252,-118.3092766,12,7.3,50
Peña's Tacos,34.2601546,-118.3140945,17,7.2,38
Uruapan Taco,33.9165018,-118.2183283,4,7.0,1
