lat,lng
40.750309460000004,-73.95732828799999
40.77672014,-73.73380116799999
40.62705962,-73.91262286399999
40.891166420000005,-73.95732828799999
40.49500622,-73.91262286399999
40.72389878,-74.08026820399999
40.767916580000005,-74.25908989999999
40.79432726,-74.21438447599999
40.50380978,-73.83438837199999
40.51261334,-73.934975576
40.73270234,-73.73380116799999
40.811934380000004,-74.18085540799999
40.86475574,-74.12497362799999
40.891166420000005,-73.979681
40.908773540000006,-73.91262286399999
40.75911302,-74.19203176399999
40.75911302,-73.800859304
40.829541500000005,-73.90144650799999
40.86475574,-74.024386424
40.750309460000004,-73.86791743999999
40.77672014,-73.82321201599999
40.873559300000004,-73.979681
40.89996998,-73.934975576
40.82073794,-73.82321201599999
40.873559300000004,-74.22556083199999
40.50380978,-74.18085540799999
40.51261334,-74.14732633999999
40.66227386,-74.09144455999999
40.4773991,-74.10262091599999
40.53902402,-74.08026820399999
40.54782758,-74.23673718799999
40.6094525,-74.21438447599999
40.62705962,-74.10262091599999
40.66227386,-74.158502696
40.6974881,-74.23673718799999
40.54782758,-74.05791549199999
40.6094525,-74.03556277999999
40.57423826,-73.96850464399999
40.66227386,-73.81203565999999
40.86475574,-74.03556277999999
40.70629166,-73.76733023599999
40.891166420000005,-73.82321201599999
40.83834506,-73.99085735599999
40.72389878,-74.069091848
40.908773540000006,-73.85674108399999
40.73270234,-73.86791743999999
40.86475574,-74.25908989999999
40.77672014,-73.91262286399999
40.84714862,-74.19203176399999
40.873559300000004,-73.890270152
40.89996998,-73.77850659199999
40.750309460000004,-74.247913544
40.873559300000004,-74.13614998399999
40.83834506,-73.91262286399999
40.891166420000005,-74.158502696
40.811934380000004,-74.069091848
40.83834506,-73.92379921999999
40.85595218,-74.247913544
40.908773540000006,-73.78968294799999
40.7855237,-73.74497752399999
40.82073794,-73.95732828799999
40.873559300000004,-74.09144455999999
40.75911302,-74.10262091599999
40.84714862,-74.25908989999999
40.73270234,-73.81203565999999
40.86475574,-74.16967905199999
40.59184538,-73.78968294799999
40.62705962,-74.23673718799999
40.70629166,-73.90144650799999
40.75911302,-74.25908989999999
40.829541500000005,-74.158502696
40.84714862,-74.10262091599999
40.89996998,-74.158502696
40.7415059,-73.979681
40.57423826,-74.13614998399999
40.67107742,-74.113797272
40.6974881,-74.21438447599999
40.72389878,-74.20320812
40.83834506,-73.85674108399999
40.908773540000006,-73.99085735599999
40.7855237,-73.979681
40.811934380000004,-74.158502696
40.86475574,-74.21438447599999
40.88236286,-73.85674108399999
40.873559300000004,-73.75615388
40.63586318,-74.024386424
40.84714862,-74.05791549199999
40.85595218,-74.158502696
40.88236286,-74.08026820399999
40.73270234,-73.74497752399999
40.873559300000004,-74.00203371199999
40.64466674,-73.979681
40.64466674,-73.91262286399999
40.70629166,-73.83438837199999
40.5214169,-73.75615388
40.55663114,-73.83438837199999
40.59184538,-73.85674108399999
40.61825606,-73.81203565999999
40.48620266,-73.87909379599999
40.49500622,-73.979681
40.49500622,-73.94615193199999
40.811934380000004,-74.20320812
40.6534703,-73.72262481199999
40.66227386,-74.25908989999999
40.73270234,-74.12497362799999
40.7855237,-74.03556277999999
40.83834506,-73.78968294799999
40.85595218,-74.113797272
40.908773540000006,-73.92379921999999
40.61825606,-73.99085735599999
40.84714862,-74.12497362799999
40.83834506,-73.77850659199999
40.77672014,-73.72262481199999
40.75911302,-74.12497362799999
40.57423826,-73.75615388
40.6534703,-74.16967905199999
40.82073794,-73.77850659199999
40.6534703,-73.78968294799999
40.66227386,-74.19203176399999
40.67107742,-74.247913544
40.50380978,-74.22556083199999
40.6974881,-74.08026820399999
40.71509522,-73.73380116799999
40.73270234,-74.05791549199999
40.79432726,-74.20320812
40.83834506,-73.72262481199999
40.5654347,-73.91262286399999
40.64466674,-74.247913544
40.88236286,-73.99085735599999
40.61825606,-73.92379921999999
40.63586318,-74.158502696
40.67107742,-74.23673718799999
40.7855237,-74.09144455999999
40.85595218,-74.024386424
40.88236286,-74.069091848
40.57423826,-73.76733023599999
40.55663114,-74.09144455999999
40.67988098,-74.08026820399999
40.70629166,-74.158502696
40.75911302,-73.92379921999999
40.84714862,-74.16967905199999
40.84714862,-74.03556277999999
40.688684540000004,-74.14732633999999
40.70629166,-74.16967905199999
40.48620266,-74.247913544
40.48620266,-74.18085540799999
40.59184538,-74.05791549199999
40.53022046,-74.21438447599999
40.67988098,-74.21438447599999
40.71509522,-74.10262091599999
40.70629166,-74.13614998399999
40.6534703,-74.22556083199999
40.58304182,-74.01321006799999
40.829541500000005,-73.91262286399999
40.6534703,-73.85674108399999
40.66227386,-74.12497362799999
40.73270234,-74.25908989999999
40.77672014,-73.81203565999999
40.7855237,-74.16967905199999
40.89996998,-73.94615193199999
40.51261334,-73.78968294799999
40.67988098,-74.03556277999999
40.67107742,-74.158502696
40.85595218,-73.96850464399999
40.49500622,-73.81203565999999
40.5214169,-73.85674108399999
40.50380978,-74.16967905199999
40.7415059,-73.75615388
40.80313082,-73.87909379599999
40.57423826,-73.83438837199999
40.59184538,-74.21438447599999
40.85595218,-73.94615193199999
